?cls	?replCls	?consCls
<http://purl.obolibrary.org/obo/HAO_0000000>		
<http://purl.obolibrary.org/obo/HAO_0000003>		
<http://purl.obolibrary.org/obo/HAO_0000004>		
<http://purl.obolibrary.org/obo/HAO_0000005>		
<http://purl.obolibrary.org/obo/HAO_0000006>		
<http://purl.obolibrary.org/obo/HAO_0000007>		
<http://purl.obolibrary.org/obo/HAO_0000008>		
<http://purl.obolibrary.org/obo/HAO_0000009>		
<http://purl.obolibrary.org/obo/HAO_0000010>		
<http://purl.obolibrary.org/obo/HAO_0000011>		
<http://purl.obolibrary.org/obo/HAO_0000012>		
<http://purl.obolibrary.org/obo/HAO_0000013>		
<http://purl.obolibrary.org/obo/HAO_0000014>		
<http://purl.obolibrary.org/obo/HAO_0000019>		
<http://purl.obolibrary.org/obo/HAO_0000021>		
<http://purl.obolibrary.org/obo/HAO_0000024>		
<http://purl.obolibrary.org/obo/HAO_0000027>		
<http://purl.obolibrary.org/obo/HAO_0000028>		
<http://purl.obolibrary.org/obo/HAO_0000029>		
<http://purl.obolibrary.org/obo/HAO_0000032>		
<http://purl.obolibrary.org/obo/HAO_0000040>		
<http://purl.obolibrary.org/obo/HAO_0000041>		
<http://purl.obolibrary.org/obo/HAO_0000042>		
<http://purl.obolibrary.org/obo/HAO_0000043>		
<http://purl.obolibrary.org/obo/HAO_0000045>		
<http://purl.obolibrary.org/obo/HAO_0000046>		
<http://purl.obolibrary.org/obo/HAO_0000048>		
<http://purl.obolibrary.org/obo/HAO_0000049>		
<http://purl.obolibrary.org/obo/HAO_0000050>		
<http://purl.obolibrary.org/obo/HAO_0000054>		
<http://purl.obolibrary.org/obo/HAO_0000055>		
<http://purl.obolibrary.org/obo/HAO_0000063>		
<http://purl.obolibrary.org/obo/HAO_0000064>		
<http://purl.obolibrary.org/obo/HAO_0000066>		
<http://purl.obolibrary.org/obo/HAO_0000067>		
<http://purl.obolibrary.org/obo/HAO_0000068>		
<http://purl.obolibrary.org/obo/HAO_0000069>		
<http://purl.obolibrary.org/obo/HAO_0000070>		
<http://purl.obolibrary.org/obo/HAO_0000071>		
<http://purl.obolibrary.org/obo/HAO_0000072>		
<http://purl.obolibrary.org/obo/HAO_0000073>		
<http://purl.obolibrary.org/obo/HAO_0000074>		
<http://purl.obolibrary.org/obo/HAO_0000079>		
<http://purl.obolibrary.org/obo/HAO_0000086>		
<http://purl.obolibrary.org/obo/HAO_0000089>		
<http://purl.obolibrary.org/obo/HAO_0000109>		
<http://purl.obolibrary.org/obo/HAO_0000119>		
<http://purl.obolibrary.org/obo/HAO_0000142>		
<http://purl.obolibrary.org/obo/HAO_0000145>		
<http://purl.obolibrary.org/obo/HAO_0000146>		
<http://purl.obolibrary.org/obo/HAO_0000153>		
<http://purl.obolibrary.org/obo/HAO_0000167>		
<http://purl.obolibrary.org/obo/HAO_0000172>		
<http://purl.obolibrary.org/obo/HAO_0000176>		
<http://purl.obolibrary.org/obo/HAO_0000185>		
<http://purl.obolibrary.org/obo/HAO_0000195>		
<http://purl.obolibrary.org/obo/HAO_0000196>		
<http://purl.obolibrary.org/obo/HAO_0000207>		
<http://purl.obolibrary.org/obo/HAO_0000208>		
<http://purl.obolibrary.org/obo/HAO_0000213>		
<http://purl.obolibrary.org/obo/HAO_0000222>		
<http://purl.obolibrary.org/obo/HAO_0000224>		
<http://purl.obolibrary.org/obo/HAO_0000235>		
<http://purl.obolibrary.org/obo/HAO_0000236>		
<http://purl.obolibrary.org/obo/HAO_0000253>		
<http://purl.obolibrary.org/obo/HAO_0000263>		
<http://purl.obolibrary.org/obo/HAO_0000282>		
